species,matrix,active_ingredient,category_type,cause,dose_amount,dose_unit,frequency_per_day,duration_days,reason,mrl_limit,mrl_unit,withdrawal_period_days
sheep,meat,Vitamin B-Complex,vitamin,Poor hygiene,5.0,tablet,1,21,Skin lesions,0.0,ug/kg,0
poultry,egg,Electrolytes,vitamin,Protozoal infection,1.0,sachet,3,21,Respiratory distress,0.0,ug/kg,2
sheep,meat,Electrolytes,vitamin,Parasitic infestation,27.16,ml,3,14,Poor weight gain,0.0,ug/kg,2
pig,meat,Vitamin B-Complex,vitamin,Parasitic infestation,5.0,tablet,1,3,Fever,0.0,ug/kg,3
pig,meat,Vitamin B-Complex,vitamin,Viral infection,31.66,g,3,21,Cough,0.0,ug/kg,2
goat,meat,Vitamin B-Complex,vitamin,Fungal infection,1.11,g,1,14,Lameness,0.0,ug/kg,3
pig,meat,Electrolytes,vitamin,Parasitic infestation,1.1,kg,2,14,Skin lesions,0.0,ug/kg,0
cattle,meat,Vitamin E,vitamin,Fungal infection,323.05,mg,1,5,Skin lesions,0.0,ug/kg,0
cattle,meat,Electrolytes,vitamin,Viral infection,2.0,tablet,1,3,Skin lesions,0.0,ug/kg,3
pig,meat,Vitamin B-Complex,vitamin,Secondary bacterial infection,8.38,g,2,14,Poor weight gain,0.0,ug/kg,3
pig,meat,Vitamin B-Complex,vitamin,Fungal infection,471.71,mg,1,3,Respiratory distress,0.0,ug/kg,1
poultry,egg,Electrolytes,vitamin,Nutritional deficiency,3.14,kg,2,14,Drop in egg production,0.0,ug/kg,2
pig,meat,Vitamin E,vitamin,Mycoplasma infection,31.71,g,1,3,Drop in egg production,0.0,ug/kg,1
goat,meat,Vitamin B-Complex,vitamin,Nutritional deficiency,731.9,mg,2,5,Reduced production,0.0,ug/kg,3
goat,meat,Electrolytes,vitamin,Bacterial infection,1.0,tablet,1,5,Skin lesions,0.0,ug/kg,0
poultry,egg,Electrolytes,vitamin,Poor hygiene,6.2,g,1,21,Respiratory distress,0.0,ug/kg,3
poultry,egg,Vitamin premix,vitamin,Contaminated feed/water,28.79,g,3,7,Lameness,0.0,ug/kg,3
poultry,meat,Electrolytes,vitamin,Protozoal infection,3.2,kg,3,14,Poor weight gain,0.0,ug/kg,2
sheep,meat,Electrolytes,vitamin,Fungal infection,0.5,tablet,1,5,Poor weight gain,0.0,ug/kg,3
cattle,meat,Vitamin E,vitamin,Mycoplasma infection,47.98,ml,1,14,Cough,0.0,ug/kg,1
cattle,meat,Vitamin E,vitamin,Fungal infection,5.88,ml,2,21,Diarrhea,0.0,ug/kg,1
sheep,meat,Electrolytes,vitamin,Viral infection,15.17,g,2,7,Wounds,0.0,ug/kg,1
poultry,egg,Vitamin premix,vitamin,Contaminated feed/water,3.92,kg,3,14,Drop in egg production,0.0,ug/kg,0
poultry,meat,Electrolytes,vitamin,Bacterial infection,37.72,g,2,14,Wounds,0.0,ug/kg,0
poultry,egg,Vitamin premix,vitamin,Nutritional deficiency,3.91,kg,3,21,Skin lesions,0.0,ug/kg,3
sheep,meat,Vitamin B-Complex,vitamin,Secondary bacterial infection,821.74,mg,2,7,Poor weight gain,0.0,ug/kg,1
cattle,meat,Calcium-Borogluconate,vitamin,Poor hygiene,4.07,g,2,21,Respiratory distress,0.0,ug/kg,1
goat,meat,Electrolytes,vitamin,Poor hygiene,10.2,g,2,3,Skin lesions,0.0,ug/kg,0
cattle,meat,Calcium-Borogluconate,vitamin,Nutritional deficiency,0.73,g,3,21,Poor weight gain,0.0,ug/kg,2
cattle,milk,Calcium-Borogluconate,vitamin,Protozoal infection,563.06,mg,2,5,Lameness,0.0,ug/kg,2
sheep,meat,Vitamin B-Complex,vitamin,Nutritional deficiency,891.02,mg,2,3,Respiratory distress,0.0,ug/kg,1
sheep,meat,Vitamin B-Complex,vitamin,Protozoal infection,19.67,g,1,5,Wounds,0.0,ug/kg,1
sheep,meat,Vitamin B-Complex,vitamin,Viral infection,43.03,g,1,21,Skin lesions,0.0,ug/kg,3
cattle,meat,Vitamin B-Complex,vitamin,Nutritional deficiency,27.53,g,2,5,Diarrhea,0.0,ug/kg,3
pig,meat,Vitamin B-Complex,vitamin,Nutritional deficiency,818.93,mg,2,21,Poor weight gain,0.0,ug/kg,2
poultry,egg,Vitamin premix,vitamin,Protozoal infection,2.0,sachet,2,7,Cough,0.0,ug/kg,2
sheep,meat,Vitamin B-Complex,vitamin,Poor hygiene,23.43,ml,1,5,Respiratory distress,0.0,ug/kg,2
pig,meat,Vitamin E,vitamin,Bacterial infection,13.28,ml,1,14,Diarrhea,0.0,ug/kg,2
cattle,milk,Calcium-Borogluconate,vitamin,Bacterial infection,24.42,g,1,21,Reduced production,0.0,ug/kg,1
poultry,egg,Electrolytes,vitamin,Fungal infection,7.07,g,2,5,Drop in egg production,0.0,ug/kg,2
poultry,egg,Electrolytes,vitamin,Viral infection,4.25,kg,1,3,Respiratory distress,0.0,ug/kg,2
cattle,milk,Electrolytes,vitamin,Parasitic infestation,14.53,g,1,7,Reduced production,0.0,ug/kg,2
cattle,meat,Vitamin B-Complex,vitamin,Fungal infection,274.61,mg,2,14,Skin lesions,0.0,ug/kg,2
sheep,meat,Electrolytes,vitamin,Protozoal infection,1.0,tablet,2,5,Drop in egg production,0.0,ug/kg,2
goat,meat,Vitamin B-Complex,vitamin,Bacterial infection,36.32,g,1,3,Reduced production,0.0,ug/kg,1
pig,meat,Vitamin E,vitamin,Nutritional deficiency,2.07,kg,2,14,Diarrhea,0.0,ug/kg,0
cattle,milk,Vitamin B-Complex,vitamin,Bacterial infection,796.98,mg,2,14,Respiratory distress,0.0,ug/kg,1
pig,meat,Vitamin E,vitamin,Nutritional deficiency,3.57,g,1,5,Lameness,0.0,ug/kg,1
goat,meat,Electrolytes,vitamin,Mycoplasma infection,10.0,tablet,1,5,Drop in egg production,0.0,ug/kg,3
poultry,meat,Electrolytes,vitamin,Viral infection,3.7,g,3,7,Cough,0.0,ug/kg,0
poultry,egg,Vitamin premix,vitamin,Protozoal infection,1.1,kg,1,7,Poor weight gain,0.0,ug/kg,1
goat,meat,Electrolytes,vitamin,Bacterial infection,32.16,ml,1,21,Diarrhea,0.0,ug/kg,0
poultry,egg,Electrolytes,vitamin,Contaminated feed/water,48.71,g,2,3,Cough,0.0,ug/kg,2
sheep,meat,Vitamin B-Complex,vitamin,Mycoplasma infection,257.81,mg,3,14,Lameness,0.0,ug/kg,1
goat,meat,Vitamin B-Complex,vitamin,Fungal infection,10.0,tablet,1,7,Fever,0.0,ug/kg,2
goat,meat,PPR Vaccine,vaccine,Poor hygiene,150.39,mg,1,1,Respiratory distress,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Poor hygiene,461.24,mg,1,1,Cough,0.0,ug/kg,0
poultry,meat,Lasota,vaccine,Contaminated feed/water,30.01,g,2,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,BQ Vaccine,vaccine,Protozoal infection,47.78,g,3,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,Brucellosis Vaccine,vaccine,Contaminated feed/water,45.13,ml,1,1,Wounds,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Secondary bacterial infection,49.74,g,3,1,Poor weight gain,0.0,ug/kg,0
poultry,meat,Fowl Pox Vaccine,vaccine,Viral infection,42.41,g,2,1,Poor weight gain,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Viral infection,0.5,tablet,2,1,Wounds,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Nutritional deficiency,40.99,ml,2,1,Drop in egg production,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Nutritional deficiency,657.29,mg,2,1,Diarrhea,0.0,ug/kg,0
cattle,milk,FMD Vaccine,vaccine,Viral infection,3.99,ml,2,1,Reduced production,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Mycoplasma infection,67.94,mg,2,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,Fowl Pox Vaccine,vaccine,Secondary bacterial infection,45.83,g,1,1,Diarrhea,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Fungal infection,3.31,g,2,1,Wounds,0.0,ug/kg,0
cattle,meat,Brucellosis Vaccine,vaccine,Mycoplasma infection,1.0,tablet,2,1,Skin lesions,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Bacterial infection,0.5,tablet,2,1,Lameness,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Parasitic infestation,6.48,ml,3,1,Diarrhea,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Protozoal infection,32.66,ml,2,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,IBD Vaccine,vaccine,Protozoal infection,5.0,sachet,2,1,Fever,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Parasitic infestation,1.0,tablet,1,1,Diarrhea,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Viral infection,0.95,ml,1,1,Lameness,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Mycoplasma infection,11.3,ml,1,1,Respiratory distress,0.0,ug/kg,0
poultry,egg,ND Vaccine,vaccine,Fungal infection,2.43,kg,2,1,Reduced production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Bacterial infection,1.0,tablet,3,1,Drop in egg production,0.0,ug/kg,0
poultry,meat,ND Vaccine,vaccine,Protozoal infection,12.09,g,1,1,Poor weight gain,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Poor hygiene,0.5,tablet,3,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,HS Vaccine,vaccine,Fungal infection,5.0,tablet,1,1,Poor weight gain,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Mycoplasma infection,2.83,kg,3,1,Skin lesions,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Parasitic infestation,23.66,ml,1,1,Reduced production,0.0,ug/kg,0
cattle,milk,BQ Vaccine,vaccine,Mycoplasma infection,33.7,ml,1,1,Reduced production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Poor hygiene,2.0,tablet,2,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Viral infection,386.2,mg,1,1,Reduced production,0.0,ug/kg,0
poultry,meat,Marek's Disease Vaccine,vaccine,Viral infection,3.37,litre,2,1,Drop in egg production,0.0,ug/kg,0
cattle,meat,FMD Vaccine,vaccine,Protozoal infection,35.87,ml,2,1,Poor weight gain,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Viral infection,37.43,g,3,1,Lameness,0.0,ug/kg,0
poultry,egg,Fowl Pox Vaccine,vaccine,Parasitic infestation,2.81,kg,2,1,Cough,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Protozoal infection,0.5,tablet,1,1,Lameness,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Contaminated feed/water,298.65,mg,1,1,Fever,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Viral infection,32.62,ml,2,1,Cough,0.0,ug/kg,0
poultry,meat,Marek's Disease Vaccine,vaccine,Fungal infection,1.87,kg,2,1,Poor weight gain,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Nutritional deficiency,3.75,g,2,1,Respiratory distress,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Parasitic infestation,37.45,ml,1,1,Drop in egg production,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Nutritional deficiency,863.71,mg,1,1,Diarrhea,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Bacterial infection,2.0,tablet,1,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Contaminated feed/water,1.0,tablet,2,1,Skin lesions,0.0,ug/kg,0
poultry,egg,IB Vaccine,vaccine,Poor hygiene,3.53,litre,1,1,Drop in egg production,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,41.59,ml,2,1,Lameness,0.0,ug/kg,0
poultry,meat,ND Vaccine,vaccine,Mycoplasma infection,10.2,g,3,1,Lameness,0.0,ug/kg,0
poultry,egg,Marek's Disease Vaccine,vaccine,Protozoal infection,2.0,sachet,1,1,Poor weight gain,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Secondary bacterial infection,666.39,mg,2,1,Cough,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Parasitic infestation,860.04,mg,1,1,Wounds,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Nutritional deficiency,821.19,mg,1,1,Fever,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Mycoplasma infection,17.35,g,2,1,Diarrhea,0.0,ug/kg,0
poultry,meat,Lasota,vaccine,Poor hygiene,13.43,g,2,1,Diarrhea,0.0,ug/kg,0
cattle,meat,Brucellosis Vaccine,vaccine,Secondary bacterial infection,37.52,ml,3,1,Fever,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Bacterial infection,1.0,tablet,2,1,Drop in egg production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Protozoal infection,42.77,g,3,1,Fever,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Contaminated feed/water,15.26,g,3,1,Respiratory distress,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Parasitic infestation,852.27,mg,2,1,Reduced production,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Secondary bacterial infection,1.41,ml,1,1,Wounds,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Nutritional deficiency,37.24,ml,3,1,Diarrhea,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Mycoplasma infection,341.23,mg,2,1,Fever,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Poor hygiene,210.36,mg,3,1,Fever,0.0,ug/kg,0
poultry,meat,ND Vaccine,vaccine,Fungal infection,2.84,kg,2,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Parasitic infestation,10.0,tablet,1,1,Lameness,0.0,ug/kg,0
cattle,milk,FMD Vaccine,vaccine,Viral infection,22.63,g,2,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,Fowl Pox Vaccine,vaccine,Secondary bacterial infection,5.0,sachet,1,1,Lameness,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Poor hygiene,31.5,g,2,1,Fever,0.0,ug/kg,0
cattle,milk,HS Vaccine,vaccine,Bacterial infection,11.01,ml,2,1,Wounds,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Bacterial infection,604.02,mg,1,1,Wounds,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Protozoal infection,1.0,tablet,1,1,Poor weight gain,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Poor hygiene,2.0,tablet,1,1,Drop in egg production,0.0,ug/kg,0
poultry,egg,IBD Vaccine,vaccine,Poor hygiene,8.98,litre,1,1,Respiratory distress,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Bacterial infection,2.53,g,2,1,Poor weight gain,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Mycoplasma infection,5.0,tablet,3,1,Fever,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Fungal infection,33.91,g,2,1,Reduced production,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Bacterial infection,45.62,g,2,1,Reduced production,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Protozoal infection,870.38,mg,2,1,Fever,0.0,ug/kg,0
poultry,meat,IBD Vaccine,vaccine,Secondary bacterial infection,15.28,g,2,1,Wounds,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Parasitic infestation,27.76,ml,2,1,Cough,0.0,ug/kg,0
poultry,meat,ND Vaccine,vaccine,Contaminated feed/water,1.75,litre,1,1,Diarrhea,0.0,ug/kg,0
cattle,milk,BQ Vaccine,vaccine,Secondary bacterial infection,16.1,g,2,1,Respiratory distress,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Mycoplasma infection,27.05,g,1,1,Drop in egg production,0.0,ug/kg,0
poultry,egg,ND Vaccine,vaccine,Secondary bacterial infection,41.99,g,2,1,Respiratory distress,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Contaminated feed/water,1.0,tablet,2,1,Fever,0.0,ug/kg,0
cattle,milk,FMD Vaccine,vaccine,Poor hygiene,10.0,tablet,2,1,Drop in egg production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Nutritional deficiency,757.43,mg,1,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,HS Vaccine,vaccine,Viral infection,10.0,tablet,1,1,Lameness,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Viral infection,15.06,ml,2,1,Lameness,0.0,ug/kg,0
poultry,meat,Lasota,vaccine,Mycoplasma infection,1.77,kg,2,1,Drop in egg production,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Nutritional deficiency,1.0,tablet,1,1,Drop in egg production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Poor hygiene,718.82,mg,1,1,Skin lesions,0.0,ug/kg,0
poultry,egg,Marek's Disease Vaccine,vaccine,Nutritional deficiency,3.74,kg,1,1,Reduced production,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Protozoal infection,2.15,kg,1,1,Drop in egg production,0.0,ug/kg,0
poultry,egg,IB Vaccine,vaccine,Parasitic infestation,2.61,kg,1,1,Fever,0.0,ug/kg,0
cattle,milk,BQ Vaccine,vaccine,Secondary bacterial infection,2.0,tablet,1,1,Reduced production,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Protozoal infection,326.63,mg,1,1,Poor weight gain,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Bacterial infection,131.74,mg,1,1,Skin lesions,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Fungal infection,20.32,g,1,1,Reduced production,0.0,ug/kg,0
cattle,milk,FMD Vaccine,vaccine,Viral infection,30.57,ml,1,1,Wounds,0.0,ug/kg,0
poultry,egg,IB Vaccine,vaccine,Parasitic infestation,2.58,kg,3,1,Lameness,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Mycoplasma infection,26.11,g,1,1,Skin lesions,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Parasitic infestation,2.08,g,1,1,Diarrhea,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Nutritional deficiency,20.91,g,2,1,Diarrhea,0.0,ug/kg,0
poultry,meat,IB Vaccine,vaccine,Parasitic infestation,22.93,g,2,1,Lameness,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Bacterial infection,590.9,mg,1,1,Wounds,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Bacterial infection,10.0,tablet,3,1,Poor weight gain,0.0,ug/kg,0
poultry,meat,Lasota,vaccine,Mycoplasma infection,4.44,kg,2,1,Lameness,0.0,ug/kg,0
cattle,milk,Theileria Vaccine,vaccine,Mycoplasma infection,28.72,g,2,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Protozoal infection,351.47,mg,3,1,Poor weight gain,0.0,ug/kg,0
poultry,meat,Lasota,vaccine,Fungal infection,3.99,kg,1,1,Cough,0.0,ug/kg,0
poultry,meat,Fowl Pox Vaccine,vaccine,Secondary bacterial infection,2.0,sachet,1,1,Diarrhea,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Protozoal infection,19.93,g,2,1,Respiratory distress,0.0,ug/kg,0
cattle,milk,BQ Vaccine,vaccine,Nutritional deficiency,9.31,ml,1,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,BQ Vaccine,vaccine,Protozoal infection,41.48,ml,2,1,Drop in egg production,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Secondary bacterial infection,2.0,tablet,3,1,Cough,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Protozoal infection,526.56,mg,1,1,Fever,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Mycoplasma infection,737.46,mg,2,1,Respiratory distress,0.0,ug/kg,0
poultry,meat,Fowl Pox Vaccine,vaccine,Viral infection,6.73,litre,1,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,Lasota,vaccine,Nutritional deficiency,5.0,sachet,3,1,Fever,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Protozoal infection,825.1,mg,1,1,Lameness,0.0,ug/kg,0
poultry,meat,ND Vaccine,vaccine,Parasitic infestation,0.74,kg,2,1,Fever,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Contaminated feed/water,24.81,ml,1,1,Wounds,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Secondary bacterial infection,15.44,ml,1,1,Skin lesions,0.0,ug/kg,0
poultry,meat,IBD Vaccine,vaccine,Mycoplasma infection,7.74,litre,3,1,Reduced production,0.0,ug/kg,0
cattle,milk,Theileria Vaccine,vaccine,Nutritional deficiency,2.69,g,2,1,Cough,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Fungal infection,31.44,g,3,1,Cough,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Fungal infection,43.23,ml,2,1,Fever,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,0.5,tablet,1,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Mycoplasma infection,665.76,mg,3,1,Skin lesions,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,0.5,tablet,1,1,Cough,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Contaminated feed/water,23.13,g,2,1,Poor weight gain,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Mycoplasma infection,21.6,ml,2,1,Skin lesions,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Mycoplasma infection,46.1,g,1,1,Cough,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Viral infection,1.0,tablet,1,1,Fever,0.0,ug/kg,0
cattle,meat,BQ Vaccine,vaccine,Protozoal infection,41.11,ml,2,1,Poor weight gain,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Nutritional deficiency,41.64,mg,1,1,Wounds,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Parasitic infestation,5.0,tablet,2,1,Diarrhea,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Nutritional deficiency,951.21,mg,2,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Viral infection,873.75,mg,1,1,Fever,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Bacterial infection,20.03,g,3,1,Poor weight gain,0.0,ug/kg,0
cattle,meat,BQ Vaccine,vaccine,Nutritional deficiency,0.5,tablet,1,1,Fever,0.0,ug/kg,0
cattle,meat,FMD Vaccine,vaccine,Protozoal infection,10.0,tablet,1,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,Marek's Disease Vaccine,vaccine,Fungal infection,4.32,kg,1,1,Drop in egg production,0.0,ug/kg,0
poultry,meat,IBD Vaccine,vaccine,Parasitic infestation,8.41,litre,1,1,Reduced production,0.0,ug/kg,0
poultry,meat,IB Vaccine,vaccine,Nutritional deficiency,2.0,sachet,2,1,Respiratory distress,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Protozoal infection,4.25,g,1,1,Respiratory distress,0.0,ug/kg,0
poultry,meat,Fowl Pox Vaccine,vaccine,Bacterial infection,15.35,g,2,1,Reduced production,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Fungal infection,1.0,tablet,1,1,Wounds,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,5.88,g,2,1,Fever,0.0,ug/kg,0
sheep,meat,Enterotoxemia Vaccine,vaccine,Contaminated feed/water,46.33,ml,2,1,Respiratory distress,0.0,ug/kg,0
poultry,meat,IB Vaccine,vaccine,Bacterial infection,0.64,kg,2,1,Diarrhea,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Nutritional deficiency,5.0,tablet,3,1,Wounds,0.0,ug/kg,0
cattle,milk,BQ Vaccine,vaccine,Nutritional deficiency,5.44,ml,3,1,Fever,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Fungal infection,43.96,g,1,1,Poor weight gain,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Mycoplasma infection,4.74,kg,3,1,Skin lesions,0.0,ug/kg,0
poultry,egg,ND Vaccine,vaccine,Secondary bacterial infection,0.1,kg,3,1,Poor weight gain,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Viral infection,1.0,tablet,2,1,Poor weight gain,0.0,ug/kg,0
poultry,egg,IB Vaccine,vaccine,Viral infection,5.0,sachet,1,1,Diarrhea,0.0,ug/kg,0
poultry,egg,Lasota,vaccine,Poor hygiene,1.84,litre,1,1,Lameness,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,43.42,ml,1,1,Respiratory distress,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Parasitic infestation,1.0,tablet,2,1,Reduced production,0.0,ug/kg,0
cattle,milk,Theileria Vaccine,vaccine,Fungal infection,22.41,g,3,1,Drop in egg production,0.0,ug/kg,0
cattle,milk,FMD Vaccine,vaccine,Bacterial infection,3.93,ml,2,1,Cough,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Protozoal infection,23.91,ml,1,1,Wounds,0.0,ug/kg,0
poultry,meat,IB Vaccine,vaccine,Viral infection,2.54,litre,3,1,Respiratory distress,0.0,ug/kg,0
sheep,meat,PPR Vaccine,vaccine,Mycoplasma infection,0.5,tablet,2,1,Fever,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Poor hygiene,33.5,ml,2,1,Skin lesions,0.0,ug/kg,0
goat,meat,PPR Vaccine,vaccine,Fungal infection,1.0,tablet,2,1,Fever,0.0,ug/kg,0
poultry,egg,Marek's Disease Vaccine,vaccine,Secondary bacterial infection,1.25,litre,2,1,Drop in egg production,0.0,ug/kg,0
goat,meat,FMD Vaccine,vaccine,Protozoal infection,13.84,g,2,1,Fever,0.0,ug/kg,0
pig,meat,Classical Swine Fever Vaccine,vaccine,Secondary bacterial infection,0.5,tablet,3,1,Diarrhea,0.0,ug/kg,0
cattle,milk,Brucellosis Vaccine,vaccine,Mycoplasma infection,22.87,g,3,1,Skin lesions,0.0,ug/kg,0
poultry,meat,IBD Vaccine,vaccine,Nutritional deficiency,22.86,g,2,1,Diarrhea,0.0,ug/kg,0
cattle,meat,Brucellosis Vaccine,vaccine,Viral infection,393.31,mg,2,1,Cough,0.0,ug/kg,0
poultry,meat,IBD Vaccine,vaccine,Mycoplasma infection,5.04,litre,2,1,Diarrhea,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Secondary bacterial infection,28.72,g,1,1,Respiratory distress,0.0,ug/kg,0
pig,meat,FMD Vaccine,vaccine,Mycoplasma infection,53.11,mg,2,1,Fever,0.0,ug/kg,0
cattle,meat,BQ Vaccine,vaccine,Protozoal infection,5.0,tablet,3,1,Diarrhea,0.0,ug/kg,0
cattle,meat,Theileria Vaccine,vaccine,Parasitic infestation,14.48,ml,1,1,Poor weight gain,0.0,ug/kg,0
